target,gr_code,model,gdt_ts,lddt,tm_score,inf_all,global_rmsd,clashscore
R1116,416,2,35.445,0.5333996287765697,0.4777,0.74,17.11,18.87
R1116,416,3,40.925,0.6380268799299473,0.5059,0.8,12.69,2.19
R1116,416,4,37.158,0.5551094457033333,0.4795,0.75,16.0,5.36
R1116,416,5,36.644,0.6296609616875994,0.48,0.84,15.27,6.16
R1116,434,1,34.075,0.5455971364094729,0.4497,0.76,11.89,0.4
R1116,434,2,24.144,0.5330916344310896,0.3528,0.79,17.63,0.4
R1116,434,3,27.055,0.5285043235652355,0.3755,0.75,17.28,0.6
R1116,434,4,27.397,0.59450419314797,0.4234,0.81,14.56,0.2
R1116,434,5,26.37,0.5197186247499366,0.3708,0.76,16.26,0.6
R1116,439,1,39.212,0.6186057695666654,0.5202,0.78,17.17,5.16
R1116,439,2,42.295,0.5657861948666832,0.5255,0.76,14.34,8.74
R1116,439,3,40.411,0.6284016199687464,0.5289,0.8,14.46,5.16
R1116,439,4,41.952,0.579787419857426,0.6001,0.75,11.18,8.34
R1116,439,5,40.582,0.6456888942711887,0.5349,0.8,13.88,10.73
R1116,470,1,38.185,0.60001374039046,0.5357,0.78,17.37,123.73
R1116,470,2,38.185,0.5999537717371812,0.5346,0.81,16.6,102.48
R1116,470,3,37.842,0.5888461798221202,0.5332,0.78,17.64,110.34
R1116,470,4,39.212,0.5952034392895985,0.6141,0.78,13.44,125.82
R1116,470,5,36.986,0.599573582119793,0.5339,0.78,17.53,123.11
R1116,489,1,36.473,0.5837441865339515,0.4829,0.81,15.4,81.45
R1116,489,2,35.445,0.5856806500369127,0.4755,0.8,15.39,91.07
R1116,489,3,35.103,0.5840434475804104,0.482,0.79,15.35,109.7
R1116,489,4,35.959,0.5806549275601958,0.4826,0.8,15.27,97.98
R1116,489,5,34.76,0.5558011229858101,0.4618,0.79,15.79,108.01
R1117,029,1,64.655,0.5067661286624788,0.3466,0.63,4.22,2.09
R1117,029,2,36.207,0.3350222385253794,0.2295,0.33,8.69,0.0
R1117,035,1,62.931,0.4636102067953597,0.2459,0.57,4.93,0.0
R1117,035,2,60.345,0.4495162547572103,0.266,0.57,4.8,0.0
R1117,035,3,64.655,0.4559212939612087,0.2434,0.56,4.62,0.0
R1117,035,4,63.793,0.4529322756660094,0.2624,0.56,4.78,1.04
R1117,035,5,62.069,0.4703390801962492,0.2487,0.59,4.4,0.0
R1117,046,1,62.931,0.4264638452015223,0.2022,0.49,4.93,2.09
R1117,046,2,60.345,0.4495162547572103,0.266,0.57,4.8,2.09
R1117,046,3,64.655,0.4559212939612087,0.2328,0.49,4.62,1.04
R1117,046,4,63.793,0.4501782520977578,0.2624,0.52,4.78,1.04
R1117,046,5,62.069,0.4703390801962492,0.2487,0.46,4.4,1.04
R1117,054,1,75.0,0.5842112201384749,0.3525,0.7,3.21,14.61
R1117,054,2,83.621,0.6616047274061168,0.3473,0.78,2.15,9.38
R1117,054,3,67.241,0.5160512861662616,0.2969,0.68,4.18,10.45
R1117,054,4,58.621,0.496604039616672,0.2813,0.74,4.27,10.44
R1117,054,5,63.793,0.5228317437755056,0.2883,0.73,4.37,7.31
R1117,076,1,38.793,0.3385500252189463,0.1431,0.53,13.55,3.13
R1117,076,2,39.655,0.3375384015773304,0.1384,0.54,13.66,3.13
R1117,076,3,40.517,0.3516954009812463,0.1974,0.62,13.14,12.54
R1117,076,4,41.379,0.3453648723004264,0.1245,0.56,13.31,1.04
R1117,076,5,43.966,0.3735556421660782,0.2165,0.61,12.29,8.36
R1117,081,1,80.172,0.6783208767022789,0.3195,0.83,2.74,18.81
R1117,081,2,77.586,0.6661756614241827,0.3077,0.79,3.16,10.45
R1117,081,3,75.862,0.6293961208675317,0.2595,0.77,2.85,14.63
R1117,081,4,78.448,0.6429599018753726,0.3111,0.76,2.81,17.76
R1117,081,5,75.862,0.6163453161538814,0.3184,0.77,3.61,18.81
R1117,091,1,25.0,0.1792064056123618,0.1039,0.28,27.68,28.18
R1117,091,2,30.172,0.1902454262001925,0.1584,0.35,24.95,0.0
R1117,091,3,26.724,0.1889271630978036,0.1234,0.43,23.71,1.04
R1117,091,4,23.276,0.19474184969508,0.0833,0.29,22.68,28.18
R1117,091,5,25.0,0.2093315832913017,0.1445,0.44,18.89,0.0
R1117,097,1,37.069,0.272605346416617,0.1224,0.56,13.74,1.04
R1117,097,2,37.069,0.272605346416617,0.1224,0.56,13.74,1.04
R1117,097,3,37.069,0.272605346416617,0.1224,0.56,13.74,1.04
R1117,097,4,37.069,0.272605346416617,0.1224,0.56,13.74,1.04
R1117,097,5,37.069,0.272605346416617,0.1224,0.56,13.74,1.04
R1117,110,1,72.414,0.5732323811270577,0.2144,0.65,3.4,94.04
R1117,110,2,71.552,0.57299738640011,0.2245,0.67,3.47,95.09
R1117,110,3,69.828,0.5597373790636893,0.2212,0.63,3.54,90.91
R1117,110,4,61.207,0.529990485579348,0.2703,0.56,4.01,132.71
R1117,110,5,62.069,0.5328562749323674,0.2581,0.63,3.92,102.4
R1117,119,1,84.483,0.7425030950525012,0.3848,0.82,2.65,1.04
R1117,119,2,61.207,0.5279930304002934,0.1937,0.66,4.05,1.04
R1117,119,3,87.069,0.7386772662662203,0.424,0.8,2.7,0.0
R1117,119,4,81.034,0.6816337291943693,0.3624,0.76,3.17,0.0
R1117,119,5,81.034,0.6524055435829245,0.3721,0.77,3.13,1.04
R1117,125,1,46.552,0.4765922325645376,0.2065,0.69,5.98,38.62
R1117,125,2,60.345,0.533996859094869,0.2056,0.66,4.09,55.32
R1117,125,3,59.483,0.4907091109175111,0.2162,0.6,4.03,44.89
R1117,125,4,46.552,0.4282979503874547,0.1641,0.61,6.75,36.53
R1117,125,5,43.966,0.3797199550644229,0.1325,0.53,12.47,7.31
R1117,128,1,79.31,0.694008207620707,0.3032,0.84,2.43,4.18
R1117,128,2,72.414,0.5960899170067403,0.4121,0.68,3.13,3.13
R1117,128,3,78.448,0.688540281535146,0.3006,0.81,2.57,24.03
R1117,128,4,74.138,0.6717668164519235,0.249,0.81,2.99,24.03
R1117,128,5,68.966,0.5653629235636664,0.3558,0.67,3.78,26.12
R1117,131,1,29.31,0.2563391260488789,0.1534,0.49,19.85,112.39
R1117,131,2,30.172,0.3060405107982943,0.1774,0.53,15.19,72.63
R1117,131,3,27.586,0.3138641157320372,0.1415,0.5,14.45,97.08
R1117,131,4,29.31,0.2654723967169517,0.1565,0.49,20.84,150.47
R1117,131,5,26.724,0.2998188821128891,0.1201,0.51,14.96,100.42
R1117,147,1,48.276,0.370718510706589,0.1611,0.51,13.74,0.0
R1117,147,2,43.103,0.3823622128479068,0.144,0.6,12.72,0.0
R1117,147,3,50.0,0.4088363748911,0.2424,0.66,11.91,0.0
R1117,147,4,45.69,0.3565443165665551,0.1537,0.56,13.72,0.0
R1117,147,5,45.69,0.3717903159246182,0.1919,0.59,12.85,1.04
R1117,163,1,64.655,0.5117898573983218,0.1364,0.54,3.84,93.0
R1117,163,2,64.655,0.5117898573983218,0.1364,0.54,3.84,93.0
R1117,163,3,56.897,0.4563339676280434,0.1851,0.38,4.44,131.66
R1117,163,4,40.517,0.3079433949286991,0.172,0.49,19.3,37.62
R1117,163,5,61.207,0.5343120959237012,0.178,0.65,4.56,34.48
R1117,177,1,41.379,0.3779488972442569,0.1697,0.62,12.76,196.04
R1117,185,1,62.069,0.5460446375349627,0.1844,0.69,4.01,25.08
R1117,185,2,61.207,0.5171804071713513,0.1667,0.7,3.93,0.0
R1117,185,3,60.345,0.5037513182631024,0.1758,0.68,4.09,0.0
R1117,185,4,58.621,0.5056799944976844,0.1874,0.71,4.07,0.0
R1117,185,5,63.793,0.5673288550598377,0.1912,0.75,3.73,28.21
R1117,227,1,43.103,0.3543004035031409,0.1785,0.57,12.81,1.04
R1117,227,2,43.966,0.3476259800999587,0.1925,0.54,12.66,0.0
R1117,227,3,46.552,0.3591550506671557,0.1538,0.52,12.91,1.04
R1117,227,4,50.862,0.4061711907927919,0.2717,0.58,12.25,0.0
R1117,227,5,50.862,0.4061711907927919,0.2717,0.58,12.25,0.0
R1117,229,1,75.0,0.613476661011509,0.2791,0.7,2.7,45.98
R1117,229,2,73.276,0.587036888440552,0.257,0.56,2.96,61.65
R1117,229,3,58.621,0.5350514695767802,0.2073,0.59,5.03,37.62
R1117,229,4,63.793,0.508273533862167,0.2162,0.46,3.79,49.11
R1117,229,5,61.207,0.5343120959237012,0.178,0.65,4.56,34.48
R1117,232,1,85.345,0.7472889632720436,0.4008,0.8,2.27,35.53
R1117,232,2,85.345,0.732106011279747,0.4249,0.82,2.51,22.99
R1117,232,3,86.207,0.7105237516621579,0.36,0.74,2.47,24.03
R1117,232,4,82.759,0.7279133614562795,0.3778,0.83,2.64,17.76
R1117,232,5,84.483,0.7129023568251639,0.3955,0.8,2.75,13.58
R1117,235,1,50.0,0.4968562290797377,0.2013,0.61,5.42,52.25
R1117,235,2,65.517,0.5371578247512495,0.3175,0.63,4.1,7.31
R1117,235,3,54.31,0.477698427254803,0.1299,0.59,4.08,401.25
R1117,235,4,62.069,0.5276863909395204,0.2748,0.67,4.21,11.48
R1117,235,5,53.448,0.5058863313311018,0.1502,0.66,4.5,80.46
R1117,238,1,78.448,0.6330442707139254,0.2556,0.67,2.66,178.27
R1117,238,2,56.034,0.4981429684992434,0.2292,0.45,3.68,396.98
R1117,238,3,74.138,0.6223634737952222,0.2289,0.68,2.77,156.12
R1117,238,4,76.724,0.63047652345362,0.234,0.65,2.68,185.26
R1117,238,5,66.379,0.5613622816268513,0.236,0.63,3.4,260.87
R1117,239,1,75.862,0.5914244119400247,0.2152,0.56,2.76,55.38
R1117,239,2,58.621,0.5350514695767802,0.2073,0.59,5.03,37.62
R1117,239,3,58.621,0.5075112338942639,0.2313,0.7,4.26,36.57
R1117,239,4,43.103,0.3369423173919024,0.2013,0.65,19.07,16.72
R1117,245,1,28.448,0.2926830666238709,0.1264,0.56,14.86,3.13
R1117,245,2,30.172,0.3081210738685863,0.1408,0.6,14.63,1.04
R1117,245,3,32.759,0.3045503003347242,0.1399,0.46,14.2,5.22
R1117,245,4,31.897,0.3121876289605209,0.1442,0.55,14.32,9.4
R1117,245,5,29.31,0.3041748819294786,0.1475,0.55,14.61,6.28
R1117,248,1,62.931,0.4636102067953597,0.253,0.61,4.76,0.0
R1117,248,2,63.793,0.4684390618551974,0.2768,0.57,4.61,0.0
R1117,248,3,66.379,0.4815070613049658,0.286,0.56,4.42,0.0
R1117,248,4,62.931,0.4710727222706222,0.2711,0.56,4.78,0.0
R1117,248,5,60.345,0.4557522123893805,0.2422,0.59,4.88,0.0
R1117,287,1,86.207,0.7289077903617772,0.4074,0.83,2.47,1.04
R1117,287,2,84.483,0.7357570269154936,0.3868,0.84,2.25,2.09
R1117,287,3,86.207,0.6889214315190976,0.4258,0.81,2.27,1.04
R1117,287,4,82.759,0.7051360676784814,0.3707,0.8,2.01,1.04
R1117,287,5,85.345,0.7093287175019487,0.4156,0.85,2.82,0.0
R1117,325,1,85.345,0.7472889632720436,0.4008,0.8,2.27,35.49
R1117,325,2,85.345,0.7472889632720436,0.4008,0.8,2.27,35.49
R1117,325,3,85.345,0.7472889632720436,0.4008,0.8,2.27,35.49
R1117,325,4,85.345,0.7472889632720436,0.4008,0.8,2.27,35.49
R1117,325,5,85.345,0.7472889632720436,0.4008,0.8,2.27,35.49
R1117,347,1,85.345,0.7472889632720436,0.4008,0.8,2.27,35.49
R1117,347,2,85.345,0.7472889632720436,0.4008,0.8,2.27,35.49
R1117,347,3,85.345,0.7472889632720436,0.4008,0.8,2.27,35.49
R1117,347,4,85.345,0.7472889632720436,0.4008,0.8,2.27,35.49
R1117,347,5,85.345,0.7472889632720436,0.4008,0.8,2.27,35.49
R1117,385,1,28.448,0.2926830666238709,0.1264,0.56,14.86,3.13
R1117,385,2,30.172,0.3081210738685863,0.1408,0.6,14.63,1.04
R1117,385,3,32.759,0.3045503003347242,0.1399,0.46,14.2,5.22
R1117,385,4,31.897,0.3121876289605209,0.1442,0.55,14.32,9.4
R1117,385,5,29.31,0.3041748819294786,0.1475,0.55,14.61,6.28
R1117,392,1,53.448,0.4338002659452519,0.1586,0.6,5.63,0.0
R1117,392,2,55.172,0.43661733687927,0.1599,0.5,5.53,0.0
R1117,392,3,55.172,0.4609249621715805,0.1767,0.65,5.19,0.0
R1117,392,4,55.172,0.4999340868448805,0.1632,0.63,5.03,1.04
R1117,392,5,55.172,0.511529070567197,0.1895,0.7,4.7,0.0
R1117,416,1,75.862,0.6304478655600899,0.3155,0.67,2.88,16.72
R1117,416,2,75.0,0.5917797698197992,0.2556,0.74,3.19,56.43
R1117,416,3,72.414,0.6091034664588014,0.2572,0.63,3.01,32.39
R1117,416,4,64.655,0.5704067128249806,0.1957,0.69,3.45,21.94
R1117,416,5,70.69,0.6000533036819662,0.2093,0.7,3.18,10.45
R1117,434,1,45.69,0.3720854922279792,0.1623,0.62,12.6,2.09
R1117,434,2,49.138,0.384156196982897,0.1881,0.57,12.86,0.0
R1117,434,3,50.862,0.4130462194506855,0.2569,0.66,11.96,0.0
R1117,434,4,43.103,0.3543004035031409,0.1785,0.57,12.81,1.04
R1117,439,1,60.345,0.4842152322435691,0.2474,0.56,4.59,21.94
R1117,439,2,71.552,0.6026554404145078,0.2277,0.67,3.07,51.2
R1117,439,3,61.207,0.5178280755651337,0.2256,0.61,3.79,33.44
R1117,439,4,37.931,0.3990525700398918,0.1189,0.43,10.45,31.35
R1117,439,5,75.862,0.5914244119400247,0.2152,0.56,2.76,55.38
R1117,444,1,75.862,0.5914244119400247,0.2152,0.56,2.76,55.38
R1117,444,2,73.276,0.587036888440552,0.257,0.56,2.96,61.65
R1117,444,3,60.345,0.533996859094869,0.2056,0.66,4.09,55.32
R1117,444,4,63.793,0.511087739006832,0.4287,0.67,4.43,64.72
R1117,444,5,58.621,0.5075112338942639,0.2313,0.7,4.26,36.57
R1117,456,1,85.345,0.7472889632720436,0.4008,0.8,2.27,35.49
R1117,456,2,85.345,0.7472889632720436,0.4008,0.8,2.27,35.49
R1117,456,3,85.345,0.7472889632720436,0.4008,0.8,2.27,35.49
R1117,456,4,85.345,0.7472889632720436,0.4008,0.8,2.27,35.49
R1117,456,5,85.345,0.7472889632720436,0.4008,0.8,2.27,35.49
R1117,470,1,73.276,0.5917797698197992,0.2429,0.74,3.31,212.79
R1117,470,2,42.241,0.3533948140675867,0.1574,0.46,14.58,221.53
R1117,470,3,63.793,0.511087739006832,0.4287,0.67,4.43,64.72
R1117,470,4,63.793,0.511087739006832,0.4287,0.67,4.43,64.72
R1117,470,5,62.069,0.5089785180430098,0.4165,0.63,4.4,103.45
R1117,472,1,68.966,0.5508562978586822,0.4191,0.63,3.86,70.38
R1117,489,1,73.276,0.5917797698197992,0.2429,0.74,3.31,212.79
R1117,489,2,42.241,0.3533948140675867,0.1574,0.46,14.58,221.53
R1117,489,3,63.793,0.511087739006832,0.4287,0.67,4.43,64.72
R1117,489,4,63.793,0.511087739006832,0.4287,0.67,4.43,64.72
R1117,489,5,62.069,0.5089785180430098,0.4165,0.63,4.4,103.45
R1126,029,1,3.719,0.2302474612570577,0.2233,0.37,43.62,19.75
R1126,029,2,6.061,0.2433156256084273,0.1591,0.41,53.82,4.47
R1126,029,3,5.51,0.2483636508028678,0.1852,0.4,46.82,0.17
R1126,035,1,4.89,0.2529234397789338,0.2257,0.42,43.54,2.4
R1126,035,2,4.959,0.2575521838483688,0.1734,0.43,44.29,2.32
R1126,035,3,6.474,0.2464890542862315,0.1632,0.4,48.56,2.32
R1126,035,4,5.303,0.269347134029915,0.184,0.44,44.51,2.49
R1126,035,5,4.821,0.2460420203372694,0.1491,0.4,35.68,2.83
R1126,054,1,9.022,0.5231849226165874,0.2129,0.8,41.46,3.01
R1126,054,2,9.848,0.5143605920147013,0.2411,0.79,34.22,3.09
R1126,054,3,8.747,0.5155016600458391,0.1649,0.76,49.41,114.72
R1126,054,4,14.807,0.5366125927798253,0.2796,0.79,43.23,117.45
R1126,054,5,9.435,0.5244726536481727,0.2344,0.81,41.61,2.66
R1126,076,1,9.091,0.5078205323077029,0.2351,0.79,39.69,5.67
R1126,076,2,10.193,0.5300814993697974,0.2071,0.74,49.28,39.59
R1126,076,3,9.435,0.4809523829855548,0.2507,0.68,38.1,32.38
R1126,076,4,9.435,0.4809523829855548,0.2507,0.68,38.1,32.38
R1126,076,5,9.848,0.4960336944900824,0.2526,0.74,32.74,21.99
R1126,081,1,18.251,0.6401062890460885,0.4982,0.86,19.95,17.18
R1126,081,2,17.424,0.6428045039844515,0.4929,0.87,20.0,18.98
R1126,081,3,17.837,0.6417061326055546,0.4955,0.87,19.95,17.95
R1126,097,1,4.959,0.1655584038966672,0.1088,0.27,52.7,0.09
R1126,110,1,11.088,0.4969401444171565,0.2223,0.77,45.48,90.4
R1126,110,2,9.642,0.4699605568326598,0.2015,0.75,46.8,7.13
R1126,110,3,10.606,0.4846089242834648,0.2138,0.72,45.83,23.36
R1126,110,4,11.226,0.5144978617516558,0.2363,0.77,42.27,20.87
R1126,110,5,10.399,0.5053552276073138,0.1976,0.78,43.06,10.91
R1126,119,1,12.052,0.5244382828431189,0.2505,0.78,44.58,5.07
R1126,119,2,10.262,0.5357232215136476,0.2625,0.8,36.98,5.15
R1126,119,3,8.815,0.5222671580766696,0.1748,0.79,43.05,2.66
R1126,119,4,8.609,0.4994317075586737,0.2078,0.78,39.72,5.58
R1126,119,5,7.851,0.4730144348841896,0.2278,0.75,35.1,4.55
R1126,125,1,9.091,0.5078205323077029,0.2351,0.79,39.69,5.67
R1126,125,2,9.16,0.5122005683778347,0.1838,0.79,40.96,7.39
R1126,125,3,11.295,0.5466179127826946,0.3179,0.8,31.86,5.93
R1126,125,4,9.504,0.5211280113948825,0.2557,0.77,43.45,122.13
R1126,125,5,11.226,0.526148710731889,0.2732,0.78,41.11,116.67
R1126,128,1,12.259,0.5690842507420678,0.2711,0.81,33.42,150.1
R1126,128,2,15.152,0.5691905654061477,0.2985,0.83,43.2,17.86
R1126,128,3,10.399,0.5533477591089038,0.2471,0.81,46.22,108.53
R1126,128,4,12.466,0.5757950970580299,0.2869,0.81,36.88,130.29
R1126,128,5,9.711,0.5674116093905309,0.2404,0.8,45.59,122.07
R1126,131,1,5.028,0.2829381188879742,0.0993,0.58,138.08,77.37
R1126,131,2,4.89,0.2817923542250899,0.1191,0.59,128.07,79.74
R1126,131,3,4.063,0.2807830053661153,0.1074,0.6,119.56,68.87
R1126,131,4,4.89,0.2764266659379771,0.117,0.59,117.83,70.32
R1126,131,5,4.752,0.2808543087753575,0.1073,0.58,145.37,66.64
R1126,147,1,12.672,0.5378407619815345,0.2673,0.81,42.26,0.52
R1126,147,2,10.124,0.5447710690900148,0.2192,0.81,37.86,0.26
R1126,147,3,10.124,0.5282137343175196,0.1993,0.79,44.56,0.09
R1126,147,4,9.78,0.5312945112599611,0.2238,0.8,40.27,0.43
R1126,147,5,10.468,0.5265201716063846,0.225,0.79,49.96,0.26
R1126,177,1,3.926,0.2465970768164009,0.1733,0.35,37.85,260.85
R1126,185,1,8.333,0.406348736008307,0.2632,0.68,33.34,0.43
R1126,185,2,8.609,0.4141383132431352,0.2471,0.69,33.43,0.17
R1126,185,3,8.884,0.4652775880148789,0.202,0.68,32.79,45.18
R1126,185,4,7.438,0.3704265480952169,0.2215,0.63,33.42,0.26
R1126,185,5,7.645,0.3705595481669473,0.2315,0.63,33.48,0.94
R1126,227,1,10.675,0.5285228580797436,0.2028,0.79,45.99,1.12
R1126,227,2,10.193,0.5310934100279066,0.2625,0.8,32.51,0.26
R1126,227,3,10.882,0.5496534312737607,0.2057,0.8,42.24,0.6
R1126,227,4,10.193,0.5347429063781967,0.2296,0.81,50.82,0.26
R1126,227,5,11.433,0.5431938547562363,0.2227,0.8,48.09,0.43
R1126,229,1,9.435,0.4809523829855548,0.2507,0.68,38.1,32.38
R1126,229,2,9.366,0.4805597872681998,0.1919,0.71,42.85,20.7
R1126,229,3,9.848,0.4960336944900824,0.2526,0.74,32.74,21.99
R1126,229,4,9.642,0.5251419236720487,0.2034,0.74,46.37,32.12
R1126,229,5,10.193,0.4508655465342273,0.2269,0.72,46.58,94.72
R1126,232,1,27.135,0.6910243951592243,0.603,0.86,8.93,15.37
R1126,232,2,29.959,0.6935082729033382,0.5953,0.87,8.83,17.09
R1126,232,3,28.857,0.6908053613332286,0.5843,0.87,8.99,15.29
R1126,232,4,28.926,0.6894772819652757,0.6177,0.86,8.76,14.52
R1126,232,5,30.303,0.6914088785126535,0.5926,0.87,9.02,15.98
R1126,235,1,10.675,0.5122515908772625,0.2928,0.79,21.13,101.03
R1126,235,2,8.54,0.5049126768068369,0.2091,0.82,31.93,103.63
R1126,235,3,11.501,0.5065654642150819,0.2868,0.79,33.57,100.34
R1126,235,4,9.16,0.4995941683204503,0.221,0.77,33.89,1.98
R1126,235,5,9.435,0.5092352858797048,0.3067,0.78,45.82,112.81
R1126,238,1,7.025,0.3556255401126508,0.2372,0.43,30.2,558.98
R1126,238,2,6.198,0.3179043287573908,0.2436,0.27,31.19,287.76
R1126,238,3,6.474,0.3614361275161137,0.1522,0.34,37.16,515.02
R1126,239,1,10.193,0.5300814993697974,0.2071,0.74,49.28,39.59
R1126,239,2,10.468,0.4951456041234718,0.1663,0.73,42.29,27.14
R1126,239,3,9.366,0.4805597872681998,0.1919,0.71,42.85,20.7
R1126,239,4,9.435,0.4809523829855548,0.2507,0.68,38.1,32.38
R1126,239,5,9.78,0.4641292615528601,0.2597,0.74,46.36,124.45
R1126,245,1,5.647,0.3114513702209637,0.1932,0.56,40.89,8.42
R1126,245,2,5.992,0.3228374999573034,0.1993,0.56,39.88,8.25
R1126,245,3,6.474,0.3300604926168949,0.1945,0.6,48.47,11.25
R1126,245,4,5.165,0.3263290186943022,0.2709,0.53,27.66,11.51
R1126,245,5,5.441,0.3510817623811752,0.1637,0.58,49.24,10.65
R1126,248,1,4.89,0.2529234397789338,0.2257,0.42,43.54,2.4
R1126,248,2,4.959,0.2575521838483688,0.1734,0.43,44.29,2.32
R1126,248,3,6.474,0.2464890542862315,0.1632,0.4,48.56,2.32
R1126,248,4,5.303,0.269347134029915,0.184,0.44,44.51,2.49
R1126,248,5,4.821,0.2460420203372694,0.1491,0.4,35.68,2.83
R1126,287,1,11.226,0.5170906159589839,0.2332,0.84,52.77,0.26
R1126,287,2,15.014,0.6079066087586205,0.5148,0.85,12.64,0.94
R1126,287,3,9.504,0.5066254530114803,0.2195,0.83,50.6,0.26
R1126,287,4,10.124,0.5110483992171142,0.1883,0.83,46.35,0.34
R1126,287,5,13.705,0.5374421887328659,0.4078,0.84,15.23,0.43
R1126,385,1,5.647,0.3114513702209637,0.1932,0.56,40.89,8.42
R1126,392,1,10.055,0.498630077912851,0.2402,0.77,41.12,91.13
R1126,392,2,8.54,0.4924008498341662,0.2266,0.78,41.67,108.51
R1126,392,3,10.813,0.5139084344674703,0.2589,0.79,55.27,113.4
R1126,416,1,10.537,0.4887048141329335,0.2323,0.76,46.69,9.02
R1126,416,2,9.298,0.4663774537766043,0.2095,0.73,41.93,12.11
R1126,416,3,9.366,0.4348126727079583,0.1675,0.69,54.12,7.04
R1126,416,4,9.16,0.4285723434996908,0.1811,0.68,60.79,48.61
R1126,416,5,10.193,0.4969115376601551,0.203,0.76,51.46,41.48
R1126,434,1,10.882,0.5432075176849533,0.2568,0.81,29.74,0.43
R1126,434,2,10.606,0.5384056386906816,0.2361,0.82,45.55,0.0
R1126,434,3,10.606,0.5421676407196264,0.2278,0.8,43.05,0.34
R1126,434,4,10.537,0.5359098058839402,0.2314,0.8,45.17,0.26
R1126,434,5,9.711,0.5272103629898587,0.223,0.79,40.67,0.09
R1126,439,1,9.435,0.4809523829855548,0.2507,0.68,38.1,32.38
R1126,439,2,9.366,0.4805597872681998,0.1919,0.71,42.85,20.7
R1126,439,3,9.848,0.4960336944900824,0.2526,0.74,32.74,21.99
R1126,439,4,9.642,0.5251419236720487,0.2034,0.74,46.37,32.12
R1126,439,5,10.193,0.4508655465342273,0.2269,0.72,46.58,94.72
R1126,444,1,6.405,0.371858166844854,0.1856,0.51,37.3,359.58
R1126,444,2,9.366,0.4805597872681998,0.1919,0.71,42.85,20.7
R1126,444,3,5.647,0.3114513702209637,0.1932,0.56,40.89,8.42
R1126,444,4,10.193,0.5300814993697974,0.2071,0.74,49.28,39.59
R1126,444,5,5.992,0.3228374999573034,0.1993,0.56,39.88,8.25
R1126,470,1,6.887,0.4028907341433173,0.205,0.55,36.34,355.87
R1126,470,2,6.818,0.3689650416890112,0.1875,0.48,36.31,358.06
R1126,470,3,7.163,0.3781185634796747,0.1952,0.52,34.37,322.59
R1126,470,4,7.094,0.3960840338430744,0.2036,0.56,36.63,399.36
R1126,470,5,7.3,0.3431307918008764,0.1656,0.39,36.1,424.43
R1126,489,1,6.405,0.371858166844854,0.1856,0.51,37.3,359.58
R1126,489,2,6.818,0.3689650416890112,0.1875,0.48,36.31,358.06
R1126,489,3,7.163,0.3781185634796747,0.1952,0.52,34.37,322.59
R1126,489,4,7.094,0.3960840338430744,0.2036,0.56,36.63,399.36
R1126,489,5,7.3,0.3431307918008764,0.1656,0.39,36.1,424.43
R1126,490,1,4.89,0.2529234397789338,0.2257,0.42,43.54,2.4
R1126,490,2,4.959,0.2575521838483688,0.1734,0.43,44.29,2.32
R1126,490,3,6.474,0.2464890542862315,0.1632,0.4,48.56,2.32
R1126,490,4,5.303,0.269347134029915,0.184,0.44,44.51,2.49
R1126,490,5,4.821,0.2460420203372694,0.1491,0.4,35.68,2.83
R1128,029,1,9.139,0.2948719959841877,0.1891,0.44,45.11,0.26
R1128,029,2,6.092,0.2936158781451967,0.1516,0.44,42.62,0.13
R1128,029,3,6.723,0.3159055970383385,0.2306,0.46,37.1,3.81
R1128,029,4,12.71,0.3341673464265545,0.2166,0.5,46.12,0.0
R1128,035,1,12.395,0.4759463041977788,0.2337,0.63,41.88,3.29
R1128,035,2,11.239,0.48257043358223,0.2609,0.65,38.8,1.58
R1128,035,3,11.66,0.4650275302754596,0.2282,0.62,45.02,3.16
R1128,035,4,11.345,0.471669307272385,0.2221,0.65,38.78,2.63
R1128,035,5,9.769,0.4045593587249796,0.2102,0.55,44.29,3.16
R1128,054,1,16.597,0.7567704084834034,0.2879,0.92,25.95,4.74
R1128,054,2,16.387,0.7115242831147643,0.2649,0.87,31.94,2.5
R1128,054,3,16.176,0.6747713653761687,0.312,0.86,38.93,127.4
R1128,054,4,13.971,0.7282730438601995,0.2195,0.89,30.34,6.18
R1128,054,5,15.021,0.6976665934617556,0.2645,0.86,32.14,3.95
R1128,076,1,18.172,0.7139133776745937,0.2767,0.86,39.64,2.89
R1128,076,2,16.912,0.714819288448265,0.2695,0.87,40.22,4.47
R1128,076,3,15.966,0.7177193794315115,0.2656,0.86,32.85,4.08
R1128,076,4,15.546,0.7194123737215286,0.2563,0.87,40.4,2.37
R1128,076,5,19.433,0.7318621760682688,0.3103,0.89,46.22,3.42
R1128,081,1,21.113,0.794946115956579,0.4039,0.92,15.83,9.21
R1128,081,2,20.273,0.7869756698249357,0.3779,0.92,16.92,11.18
R1128,081,3,20.903,0.7808774392922131,0.3893,0.91,16.5,10.39
R1128,081,4,20.063,0.7770153573445442,0.3882,0.92,18.1,10.52
R1128,081,5,20.693,0.7626321610089728,0.393,0.93,14.61,11.84
R1128,097,1,9.349,0.3523914475748259,0.1654,0.53,63.92,0.92
R1128,110,1,20.798,0.7435711708602623,0.3232,0.87,48.34,57.13
R1128,110,2,20.378,0.7372996015561273,0.3259,0.87,48.1,69.71
R1128,119,1,15.231,0.6943374694108051,0.2881,0.87,37.17,3.42
